,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,Covid,City_Tier,Discount%,Delivery Fee%,Sale,Brand,Month,Year,WEEKDAY,Log_Final Price,Time_Month,Gender,Current Job Title,Marital Status,Do you have to care for anyone with chronic illness?,Income (per month),Preferred Mode of Payment,Do you practise meditation? Yes/No,If yes,Do you do any form of exercise?,If yes.1, How often do you volunteer for social-service activities?,Hobbies_Count,How often do you pursue your hobbies?,"In most ways, my life is close to my ideal",The Conditions in my life are excellent.,"So far, I have got the important things I want in my life","If I could live my life over, I would change almost nothing",Many people have directly or indirectly contributed to my progress in life,I feel good when I co-operate with others,"When making a decision, I take other people's needs and feelings into account.","It is my duty to take care of my family, even when I have to sacrifice what I want.",Honesty is important to achieve success,Social inequalities bother me,What I am today is solely because of my hard work and talent,People should keep their troubles to themselves,It is important that I do my job better than others,Winning is everything,I don’t worry about others as long as I am happy,It upsets me when my work is not recognized by others,Traditional values are important for me,I plan for the long-term,I am willing to give up today’s fun for future success,I believe persistence is key to success,Saving money is important to me,It is okay to use shortcuts to get what you want,I like to get quick results,I would rather spend money today than save for future,"When my routine is disturbed, it upsets me","I admire people who own expensive homes, cars, and clothes",The things I own say a lot about how well I’m doing in life,I aspire a luxurious and comfortable lifestyle,My life would be better if I owned certain things I don’t have,I’d be happier if I could afford to buy more things,I don’t pay much attention to the material objects other people own,I usually buy only the things I need,I have all the things I really need to enjoy life,My happiness does not depend on things I own,There is a higher purpose to life than comfort and luxury,I believe success in life does not mean becoming rich,I segregate waste before its disposal,I try to conserve water,I try to educate people I know about climate change,I sign petitions related to environmental issues,I try to conserve electricity,I walk/cycle/use public transport to save fuel,Age,has_child,Lives_in_city_tier
1578,OD222042130890102000,G6M3R01,2021-06-13,Madhya Pradesh,UdaiPur,Health Care,Beauty and Grooming,4.4,1,193.0,193.0,18%,No,Tier 3,0,0,Yes,HIMALAYA,6,2021,Weekend,5.262690188904886,Mid,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3.0,sometimes,4.0,5.0,5.0,2.0,6.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,7.0,1.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,7.0,4.0,1.0,4.0,5.0,5.0,4.0,7.0,5.0,5.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,5.0,23.0,No,Tier 3
1579,OD222062895468133000,G6M3R01,2021-06-15,Madhya Pradesh,UdaiPur,Pens & Stationery,Pens & Stationery,4.5,1,108.0,108.0,12%,No,Tier 3,0,0,Yes,cello,6,2021,Weekday,4.68213122712422,Mid,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3.0,sometimes,4.0,5.0,5.0,2.0,6.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,7.0,1.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,7.0,4.0,1.0,4.0,5.0,5.0,4.0,7.0,5.0,5.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,5.0,23.0,No,Tier 3
1580,OD222001063896158000,G6M3R01,2021-06-08,Madhya Pradesh,UdaiPur,Health Care,Beauty and Grooming,4.4,1,225.0,225.0,18%,No,Tier 3,0,0,Yes,HIMALAYA,6,2021,Weekday,5.41610040220442,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3.0,sometimes,4.0,5.0,5.0,2.0,6.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,7.0,1.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,7.0,4.0,1.0,4.0,5.0,5.0,4.0,7.0,5.0,5.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,5.0,23.0,No,Tier 3
1581,OD221998100408310000,G6M3R01,2021-06-09,Madhya Pradesh,UdaiPur,Home Decor,Stickers & Wallpapers,4.2,1,169.0,169.0,18%,No,Tier 3,0,0,Yes,WallBerry,6,2021,Weekday,5.1298987149230735,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3.0,sometimes,4.0,5.0,5.0,2.0,6.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,7.0,1.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,7.0,4.0,1.0,4.0,5.0,5.0,4.0,7.0,5.0,5.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,5.0,23.0,No,Tier 3
1582,OD219970701953710000,G6M3R01,2021-06-08,Madhya Pradesh,UdaiPur,Baby Care,"Baby Bath, Hair & Skin Care",4.3,1,242.0,202.0,18%,No,Tier 3,17,0,Yes,HIMALAYA,6,2021,Weekday,5.308267697401205,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3.0,sometimes,4.0,5.0,5.0,2.0,6.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,7.0,1.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,7.0,4.0,1.0,4.0,5.0,5.0,4.0,7.0,5.0,5.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,5.0,23.0,No,Tier 3
1583,OD111275759576017000,G6M3R02,2020-01-14,Madhya Pradesh,Chhindwara,Mobiles & Accessories,Mobiles,3.7,1,15729.0,15729.0,12%,No,Tier 3,0,0,No,Moto,1,2020,Weekday,9.663261421240643,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3.0,sometimes,4.0,6.0,4.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,1.0,2.0,4.0,3.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,24.0,No,Tier 3
1584,OD119977632866989000,G6M3R02,2020-10-17,Madhya Pradesh,Chhindwara,Audio & Video,Headphones,4.2,1,449.0,404.0,18%,1st Wave,Tier 3,11,0,Yes,boAt,10,2020,Weekend,6.0014148779611505,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3.0,sometimes,4.0,6.0,4.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,1.0,2.0,4.0,3.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,24.0,No,Tier 3
1585,OD119977632866989000,G6M3R02,2020-10-17,Madhya Pradesh,Chhindwara,"Bags, Wallets & Belts",Wallets & Clutches,4.3,1,411.0,370.0,18%,1st Wave,Tier 3,10,0,Yes,Urban,10,2020,Weekend,5.91350300563827,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3.0,sometimes,4.0,6.0,4.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,1.0,2.0,4.0,3.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,24.0,No,Tier 3
1586,OD119977632866989000,G6M3R02,2020-10-17,Madhya Pradesh,Chhindwara,Mobiles & Accessories,Mobiles,4.3,1,10499.0,8949.0,18%,1st Wave,Tier 3,15,0,Yes,POCO,10,2020,Weekend,9.099297073182859,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3.0,sometimes,4.0,6.0,4.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,1.0,2.0,4.0,3.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,24.0,No,Tier 3
1587,OD119563091524980000,G6M3R02,2020-08-30,Madhya Pradesh,Chhindwara,Books,Books,4.4,1,428.0,458.0,0%,1st Wave,Tier 3,0,8,Yes,Reasoning,8,2020,Weekend,6.126869184114185,End,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3.0,sometimes,4.0,6.0,4.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,1.0,2.0,4.0,3.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,24.0,No,Tier 3
1588,OD119394010136940000,G6M3R02,2020-08-11,Madhya Pradesh,Chhindwara,Books,Books,4.3,1,325.0,387.0,0%,1st Wave,Tier 3,0,20,Yes,Gate,8,2020,Weekday,5.958424693029782,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3.0,sometimes,4.0,6.0,4.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,1.0,2.0,4.0,3.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,24.0,No,Tier 3
1589,OD117516610627626000,G6M3R02,2020-01-06,Madhya Pradesh,Chhindwara,Pens & Stationery,"Bags, Wallets & Belts",4.3,1,219.0,255.0,18%,No,Tier 3,0,19,No,Brndey,1,2020,Weekday,5.541263545158426,Beginning,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3.0,sometimes,4.0,6.0,4.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,1.0,2.0,4.0,3.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,24.0,No,Tier 3
1590,OD116935363814079000,G6M3R02,2019-10-03,Madhya Pradesh,Chhindwara,Footwear,Women's Footwear,4.0,1,299.0,339.0,5%,No,Tier 3,0,14,Yes,TOSHINA,10,2019,Weekday,5.82600010738045,Beginning,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3.0,sometimes,4.0,6.0,4.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,1.0,2.0,4.0,3.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,24.0,No,Tier 3
1591,OD114050793327435000,G6M3R02,2019-12-01,Madhya Pradesh,Chhindwara,Clothing and Accessories,Winter Wear,4.0,1,466.0,506.0,5%,No,Tier 3,0,9,Yes,Books,12,2019,Weekend,6.226536669287466,Beginning,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3.0,sometimes,4.0,6.0,4.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,1.0,2.0,4.0,3.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,24.0,No,Tier 3
1592,OD111275852480367000,G6M3R02,2020-01-14,Madhya Pradesh,Chhindwara,Clothing and Accessories,Topwear,3.9,1,449.0,367.0,5%,No,Tier 3,19,9,No,Harpa,1,2020,Weekday,5.905361848054571,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3.0,sometimes,4.0,6.0,4.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,1.0,2.0,4.0,3.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,24.0,No,Tier 3
1593,OD111275878424838000,G6M3R02,2020-01-14,Madhya Pradesh,Chhindwara,Clothing and Accessories,Winter Wear,4.1,1,1119.0,895.0,5%,No,Tier 3,21,0,No,Books,1,2020,Weekday,6.796823718274855,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3.0,sometimes,4.0,6.0,4.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,1.0,2.0,4.0,3.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,24.0,No,Tier 3
1594,OD111275759576017000,G6M3R02,2020-01-14,Madhya Pradesh,Chhindwara,Mobiles & Accessories,Mobiles,3.7,1,15729.0,15729.0,12%,No,Tier 3,0,0,No,Moto,1,2020,Weekday,9.663261421240643,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3.0,sometimes,4.0,6.0,4.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,1.0,2.0,4.0,3.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,24.0,No,Tier 3
1595,OD113922573884677000,G6M3R03,2020-11-16,Karnataka,Bengaluru,Audio & Video,Headphones,4.1,1,519.0,519.0,18%,1st Wave,Tier_1,0,0,Yes,Sony,11,2020,Weekday,6.251903883165888,Mid,Female,Intern,Not Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,everyday,Sometimes,3.0,sometimes,6.0,5.0,4.0,5.0,7.0,7.0,7.0,5.0,5.0,7.0,6.0,4.0,4.0,1.0,1.0,7.0,5.0,4.0,6.0,7.0,7.0,4.0,7.0,1.0,7.0,4.0,1.0,5.0,4.0,7.0,4.0,7.0,4.0,6.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,22.0,No,Tier_1
1596,OD119912367834622000,G6M3R04,2020-10-10,Madhya Pradesh,Jabalpur,Audio & Video,Headphones,4.3,1,399.0,399.0,18%,1st Wave,Tier_2,0,0,Yes,boAt,10,2020,Weekend,5.988961416889864,Mid,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,everyday,Sometimes,1.0,very often,5.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,23.0,No,Tier_2
1597,OD118975179607241000,G6M3R05,2020-06-23,Madhya Pradesh,Multai,Audio & Video,Headphones,4.1,1,649.0,649.0,18%,1st Wave,Tier 3,0,0,Yes,Sony,6,2020,Weekday,6.47543271670409,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,everyday,Sometimes,1.0,sometimes,7.0,4.0,4.0,5.0,5.0,5.0,7.0,5.0,7.0,7.0,7.0,7.0,1.0,7.0,5.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.5,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,24.0,No,Tier 3
1598,OD119519232122162000,G6M3R05,2020-08-25,Madhya Pradesh,Multai,Mobiles & Accessories,Mobiles,4.3,1,14999.0,14999.0,18%,1st Wave,Tier 3,0,0,Yes,POCO,8,2020,Weekday,9.61573881119536,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,everyday,Sometimes,1.0,sometimes,7.0,4.0,4.0,5.0,5.0,5.0,7.0,5.0,7.0,7.0,7.0,7.0,1.0,7.0,5.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.5,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,24.0,No,Tier 3
1599,OD114527849071610000,G6M3R06,2020-01-25,Madhya Pradesh,Jabalpur,Clothing and Accessories,Bottomwear,4.1,1,599.0,651.0,5%,No,Tier_2,0,9,No,Kotty,1,2020,Weekend,6.478509642208569,End,Female,Developer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1.0,sometimes,5.0,5.0,7.0,4.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,4.0,3.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,22.0,No,Tier 3
1600,OD220134344672648000,G6M3R06,2020-11-01,Madhya Pradesh,Jabalpur,Clothing and Accessories,Automotive Accessories,4.3,1,599.0,599.0,18%,1st Wave,Tier_2,0,0,No,Mast,11,2020,Weekend,6.395261598115449,Beginning,Female,Developer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1.0,sometimes,5.0,5.0,7.0,4.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,4.0,3.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,22.0,No,Tier 3
1601,OD220135649080840000,G6M3R06,2020-11-04,Madhya Pradesh,Jabalpur,Clothing and Accessories,Automotive Accessories,4.3,1,639.0,639.0,18%,1st Wave,Tier_2,0,0,No,Mast,11,2020,Weekday,6.459904454377535,Beginning,Female,Developer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1.0,sometimes,5.0,5.0,7.0,4.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,4.0,3.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,22.0,No,Tier 3
1602,OD220135649080840000,G6M3R06,2020-11-04,Madhya Pradesh,Jabalpur,Beauty and Grooming,Body & Face Skin Care,4.2,1,161.0,161.0,18%,1st Wave,Tier_2,0,0,No,Good,11,2020,Weekday,5.081404364984463,Beginning,Female,Developer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1.0,sometimes,5.0,5.0,7.0,4.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,4.0,3.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,22.0,No,Tier 3
1603,OD116391855556820000,G6M3R06,2020-08-29,Madhya Pradesh,Jabalpur,Health Care,Beauty and Grooming,3.9,1,99.0,139.0,28%,1st Wave,Tier_2,0,41,Yes,HealthIQ,8,2020,Weekend,4.9344739331306915,End,Female,Developer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1.0,sometimes,5.0,5.0,7.0,4.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,4.0,3.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,22.0,No,Tier 3
1604,OD116148975666002000,G6M3R06,2019-11-01,Madhya Pradesh,Jabalpur,Mobiles & Accessories,Mobiles,4.4,1,12999.0,12999.0,12%,No,Tier_2,0,0,Yes,Realme,11,2019,Weekday,9.47262771040802,Beginning,Female,Developer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1.0,sometimes,5.0,5.0,7.0,4.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,4.0,3.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,22.0,No,Tier 3
1605,OD114848103049763000,G6M3R06,2019-10-03,Madhya Pradesh,Jabalpur,Clothing and Accessories,Bottomwear,5.0,1,549.0,589.0,5%,No,Tier_2,0,8,Yes,Carrol,10,2019,Weekday,6.3784261836515865,Beginning,Female,Developer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1.0,sometimes,5.0,5.0,7.0,4.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,4.0,3.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,22.0,No,Tier 3
1606,OD219970565036408000,G6M3R07,2020-10-16,Madhya Pradesh,Jabalpur,Mobiles & Accessories,Mobiles,4.4,1,7999.0,6928.0,18%,1st Wave,Tier_2,14,0,Yes,Realme,10,2020,Weekday,8.843326450242271,Mid,Male,Student,Not Married,No,"Rs. 10,000 – 25,000",UPI,Yes,everyday,Yes,everyday,Rarely,5.0,very often,4.0,6.0,6.0,3.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,4.0,7.0,5.0,2.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,2.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,7.0,4.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,5.0,21.0,No,Tier 3
1607,OD116670431371635000,G6M3R07,2019-09-30,Madhya Pradesh,Jabalpur,Mobiles & Accessories,Mobiles,4.5,1,9999.0,8900.0,12%,No,Tier_2,11,1,Yes,Realme,9,2019,Weekday,9.093806555720231,End,Male,Student,Not Married,No,"Rs. 10,000 – 25,000",UPI,Yes,everyday,Yes,everyday,Rarely,5.0,very often,4.0,6.0,6.0,3.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,4.0,7.0,5.0,2.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,2.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,7.0,4.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,5.0,21.0,No,Tier 3
1608,OD219970701953710000,G6M3R07,2020-10-16,Madhya Pradesh,Jabalpur,Health & Personal Care Appliances,Personal Care Appliances,4.1,1,649.0,584.0,18%,1st Wave,Tier_2,11,0,Yes,Nova,10,2020,Weekday,6.369900982828227,Mid,Male,Student,Not Married,No,"Rs. 10,000 – 25,000",UPI,Yes,everyday,Yes,everyday,Rarely,5.0,very often,4.0,6.0,6.0,3.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,4.0,7.0,5.0,2.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,2.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,7.0,4.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,5.0,21.0,No,Tier 3
1609,OD223010119626973000,G6M3R08,2021-10-03,Madhya Pradesh,Anuppur,Audio & Video,Headphones,4.2,1,699.0,699.0,18%,No,Tier 3,0,0,Yes,boAt,10,2021,Weekend,6.54965074223381,Beginning,Male,Student,Not Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,1.0,Always,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,23.0,No,Tier 3
1610,OD222996170356060000,G6M3R08,2021-10-01,Madhya Pradesh,Anuppur,Health & Personal Care Appliances,Personal Care Appliances,4.1,1,449.0,489.0,18%,No,Tier 3,0,9,Yes,Nova,10,2021,Weekday,6.192362489474872,Beginning,Male,Student,Not Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,1.0,Always,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,23.0,No,Tier 3
1611,OD220334593410855000,G6M3R08,2020-11-27,Madhya Pradesh,Anuppur,Mobiles & Accessories,Mobiles,4.4,1,13999.0,13999.0,18%,1st Wave,Tier 3,0,0,Yes,POCO,11,2020,Weekday,9.546741177474825,End,Male,Student,Not Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,1.0,Always,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,23.0,No,Tier 3
1612,OD221392695796004000,G6M3R08,2021-03-30,Madhya Pradesh,Anuppur,Mobiles & Accessories,Mobiles,4.4,1,7999.0,7999.0,18%,2nd Wave,Tier 3,0,0,Yes,Realme,3,2021,Weekday,8.987071812848821,End,Male,Student,Not Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,1.0,Always,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,23.0,No,Tier 3
