,index,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,City_Tier,Discount%,Delivery Fee%,Brand,Sale,Covid,Month,Year,WEEKDAY,Log_Final Price,Time_Month,Gender,Current Job Title,Marital Status,Do you have to care for anyone with chronic illness?,Income (per month),Preferred Mode of Payment,Do you practise meditation? Yes/No,If yes,Do you do any form of exercise?,If yes.1, How often do you volunteer for social-service activities?,Hobbies_Count,How often do you pursue your hobbies?,Collectiv,Life_Satsif,Indiv,LongTermOri,ShortTermOri,Materialism,Spiritualism,EnvBehav,Age,has_child,Lives_in_city_tier,Clusters,More_than_average
1556,1565,OD222502622600841000,G6M2R14,2021-08-05,Uttar Pradesh,Banda,"Kitchen, Cookware & Serveware",Cookware,4.3,1,1313.0,1247.0,12%,Tier 3,6,0,Prestige,No,2nd Wave,8,2021,Weekday,7.1284959456800365,Beginning,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1557,1566,OD222508713421419000,G6M2R14,2021-08-06,Uttar Pradesh,Banda,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.2,1,719.0,647.0,5%,Tier 3,11,0,ARMAAN,No,No,8,2021,Weekday,6.472346294500901,Beginning,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1558,1567,OD222508720424921000,G6M2R14,2021-08-06,Uttar Pradesh,Banda,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.0,1,286.0,286.0,5%,Tier 3,0,0,MAAN,No,No,8,2021,Weekday,5.655991810819852,Beginning,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1559,3044,OD119961641544631000,G6M2R14,2020-10-15,Uttar Pradesh,Banda,Clothing and Accessories,Winter Wear,4.2,1,286.0,185.0,5%,Tier 3,50,14,Provogue,No,1st Wave,10,2020,Weekday,5.220355825078324,Mid,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1560,3045,OD222200519947305000,G6M2R14,2021-07-01,Uttar Pradesh,Banda,"Bags, Wallets & Belts",Luggage & Travel,4.4,1,2299.0,2184.0,18%,Tier 3,6,0,SAFARI,No,No,7,2021,Weekday,7.688913336864796,Beginning,Female,Functional expert,Not Married,No,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,sometimes but not consistent,Sometimes,2,very often,High,Low,High,High,High,High,High,High,24,No,Tier 3,2,Yes
1561,1568,OD222287848793772000,G6M2R15,2020-07-11,Haryana,Gurugram,Footwear,Women's Footwear,4.8,1,320.0,320.0,5%,Tier_2,0,0,Forever,No,No,7,2020,Weekend,5.768320995793772,Mid,Male,Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,once or twice a week,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,Low,Low,Low,Low,Low,High,High,27,No,Tier 3,2,No
1562,1569,OD222287869380181000,G6M2R15,2020-07-11,Haryana,Gurugram,Computers,Computer Peripherals,4.2,1,229.0,194.0,5%,Tier_2,33,18,Syska,No,No,7,2020,Weekend,5.267858159063328,Mid,Male,Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,once or twice a week,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,Low,Low,Low,Low,Low,High,High,27,No,Tier 3,2,No
1563,1570,OD121268350703672000,G6M2R15,2021-03-15,Delhi,New Delhi,"Bags, Wallets & Belts",Handbags & Clutches,4.3,1,299.0,299.0,12%,Tier_1,0,0,Exotic,No,No,3,2021,Weekday,5.700443573390687,Mid,Male,Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,once or twice a week,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,Low,Low,Low,Low,Low,High,High,27,No,Tier 3,2,No
1564,1571,OD121458095250474000,G6M2R15,2021-04-06,Delhi,New Delhi,"Kitchen, Cookware & Serveware","Lunch Boxes, Bottles and Flasks",3.3,1,179.0,161.0,12%,Tier_1,11,0,Familia,No,No,4,2021,Weekday,5.081404364984463,Beginning,Male,Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,once or twice a week,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,Low,Low,Low,Low,Low,High,High,27,No,Tier 3,2,No
1565,1572,OD120081183708618000,G6M2R15,2020-10-29,Uttar Pradesh,Hamirpur,Mobiles & Accessories,Mobiles,3.7,1,11999.0,10999.0,18%,Tier_2,9,0,Realme,No,1st Wave,10,2020,Weekday,9.305559638557117,End,Male,Engineer,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,once or twice a week,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,Low,Low,Low,Low,Low,High,High,27,No,Tier 3,2,No
1566,1573,OD222753959297767000,G6M3R01,2021-09-03,Madhya Pradesh,UdaiPur,Audio & Video,Headphones,4.2,1,1399.0,1399.0,18%,Tier 3,0,0,boAt,No,No,9,2021,Weekday,7.243512974665482,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3,sometimes,High,Low,Low,High,Low,Low,High,High,23,No,Tier 3,0,Yes
1567,1574,OD222388922490556000,G6M3R01,2021-07-23,Madhya Pradesh,UdaiPur,Computers,Laptop Accessories,3.7,1,299.0,299.0,5%,Tier 3,0,0,FineArts,No,No,7,2021,Weekday,5.700443573390687,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3,sometimes,High,Low,Low,High,Low,Low,High,High,23,No,Tier 3,0,Yes
1568,1575,OD222166812270824000,G6M3R01,2021-06-27,Madhya Pradesh,UdaiPur,Pens & Stationery,Pens & Stationery,4.3,1,359.0,359.0,12%,Tier 3,0,0,PARKER,Yes,No,6,2021,Weekend,5.883322388488279,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3,sometimes,High,Low,Low,High,Low,Low,High,High,23,No,Tier 3,0,Yes
1569,1576,OD222042130890102000,G6M3R01,2021-06-13,Madhya Pradesh,UdaiPur,Health Care,Beauty and Grooming,4.4,1,193.0,193.0,18%,Tier 3,0,0,HIMALAYA,No,No,6,2021,Weekend,5.262690188904886,Mid,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3,sometimes,High,Low,Low,High,Low,Low,High,High,23,No,Tier 3,0,Yes
1570,1577,OD222062895468133000,G6M3R01,2021-06-15,Madhya Pradesh,UdaiPur,Pens & Stationery,Pens & Stationery,4.5,1,108.0,108.0,12%,Tier 3,0,0,cello,Yes,No,6,2021,Weekday,4.68213122712422,Mid,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3,sometimes,High,Low,Low,High,Low,Low,High,High,23,No,Tier 3,0,Yes
1571,1578,OD222001063896158000,G6M3R01,2021-06-08,Madhya Pradesh,UdaiPur,Health Care,Beauty and Grooming,4.4,1,225.0,225.0,18%,Tier 3,0,0,HIMALAYA,Yes,No,6,2021,Weekday,5.41610040220442,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3,sometimes,High,Low,Low,High,Low,Low,High,High,23,No,Tier 3,0,Yes
1572,1579,OD221998100408310000,G6M3R01,2021-06-09,Madhya Pradesh,UdaiPur,Home Decor,Stickers & Wallpapers,4.2,1,169.0,169.0,18%,Tier 3,0,0,WallBerry,No,No,6,2021,Weekday,5.1298987149230735,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3,sometimes,High,Low,Low,High,Low,Low,High,High,23,No,Tier 3,0,Yes
1573,1580,OD219970701953710000,G6M3R01,2021-06-08,Madhya Pradesh,UdaiPur,Baby Care,"Baby Bath, Hair & Skin Care",4.3,1,242.0,202.0,18%,Tier 3,17,0,HIMALAYA,Yes,No,6,2021,Weekday,5.308267697401205,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3,sometimes,High,Low,Low,High,Low,Low,High,High,23,No,Tier 3,0,Yes
1574,3046,OD222105618935049000,G6M3R01,2021-06-20,Madhya Pradesh,UdaiPur,Health Care,Home Medical Supplies,4.1,1,189.0,189.0,5%,Tier 3,0,0,PROTECTERR,No,No,6,2021,Weekend,5.241747015059643,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,everyday,Very Often,3,sometimes,High,Low,Low,High,Low,Low,High,High,23,No,Tier 3,0,Yes
1575,1581,OD111275759576017000,G6M3R02,2020-01-14,Madhya Pradesh,Chhindwara,Mobiles & Accessories,Mobiles,3.7,1,15729.0,15729.0,12%,Tier 3,0,0,Moto,No,No,1,2020,Weekday,9.663261421240643,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3,sometimes,High,Low,High,High,High,Low,High,Low,24,No,Tier 3,0,Yes
1576,1582,OD119977632866989000,G6M3R02,2020-10-17,Madhya Pradesh,Chhindwara,Audio & Video,Headphones,4.2,1,449.0,404.0,18%,Tier 3,11,0,boAt,Yes,1st Wave,10,2020,Weekend,6.0014148779611505,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3,sometimes,High,Low,High,High,High,Low,High,Low,24,No,Tier 3,0,Yes
1577,1583,OD119977632866989000,G6M3R02,2020-10-17,Madhya Pradesh,Chhindwara,"Bags, Wallets & Belts",Wallets & Clutches,4.3,1,411.0,370.0,18%,Tier 3,10,0,Urban,Yes,1st Wave,10,2020,Weekend,5.91350300563827,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3,sometimes,High,Low,High,High,High,Low,High,Low,24,No,Tier 3,0,Yes
1578,1584,OD119977632866989000,G6M3R02,2020-10-17,Madhya Pradesh,Chhindwara,Mobiles & Accessories,Mobiles,4.3,1,10499.0,8949.0,18%,Tier 3,15,0,POCO,Yes,1st Wave,10,2020,Weekend,9.099297073182859,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3,sometimes,High,Low,High,High,High,Low,High,Low,24,No,Tier 3,0,Yes
1579,1585,OD119563091524980000,G6M3R02,2020-08-30,Madhya Pradesh,Chhindwara,Books,Books,4.4,1,428.0,458.0,0%,Tier 3,0,8,Reasoning,No,1st Wave,8,2020,Weekend,6.126869184114185,End,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3,sometimes,High,Low,High,High,High,Low,High,Low,24,No,Tier 3,0,Yes
1580,1586,OD119394010136940000,G6M3R02,2020-08-11,Madhya Pradesh,Chhindwara,Books,Books,4.3,1,325.0,387.0,0%,Tier 3,0,20,Gate,No,No,8,2020,Weekday,5.958424693029782,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3,sometimes,High,Low,High,High,High,Low,High,Low,24,No,Tier 3,0,Yes
1581,1587,OD117516610627626000,G6M3R02,2020-01-06,Madhya Pradesh,Chhindwara,Pens & Stationery,"Bags, Wallets & Belts",4.3,1,219.0,255.0,18%,Tier 3,0,19,Brndey,No,1st Wave,1,2020,Weekday,5.541263545158426,Beginning,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3,sometimes,High,Low,High,High,High,Low,High,Low,24,No,Tier 3,0,Yes
1582,1588,OD116935363814079000,G6M3R02,2019-10-03,Madhya Pradesh,Chhindwara,Footwear,Women's Footwear,4.0,1,299.0,339.0,5%,Tier 3,0,14,TOSHINA,Yes,No,10,2019,Weekday,5.82600010738045,Beginning,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3,sometimes,High,Low,High,High,High,Low,High,Low,24,No,Tier 3,0,Yes
1583,1589,OD114050793327435000,G6M3R02,2019-12-01,Madhya Pradesh,Chhindwara,Clothing and Accessories,Winter Wear,4.0,1,466.0,506.0,5%,Tier 3,0,9,Books,No,No,12,2019,Weekend,6.226536669287466,Beginning,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3,sometimes,High,Low,High,High,High,Low,High,Low,24,No,Tier 3,0,Yes
1584,1590,OD111275852480367000,G6M3R02,2020-01-14,Madhya Pradesh,Chhindwara,Clothing and Accessories,Topwear,3.9,1,449.0,367.0,5%,Tier 3,19,9,Harpa,No,No,1,2020,Weekday,5.905361848054571,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3,sometimes,High,Low,High,High,High,Low,High,Low,24,No,Tier 3,0,Yes
1585,1591,OD111275878424838000,G6M3R02,2020-01-14,Madhya Pradesh,Chhindwara,Clothing and Accessories,Winter Wear,4.1,1,1119.0,895.0,5%,Tier 3,21,0,Books,No,No,1,2020,Weekday,6.796823718274855,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3,sometimes,High,Low,High,High,High,Low,High,Low,24,No,Tier 3,0,Yes
1586,1592,OD111275759576017000,G6M3R02,2020-01-14,Madhya Pradesh,Chhindwara,Mobiles & Accessories,Mobiles,3.7,1,15729.0,15729.0,12%,Tier 3,0,0,Moto,No,No,1,2020,Weekday,9.663261421240643,Mid,Female,Student,Not Married,No,"Rs. 1,50, 000 – 2,00, 000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,3,sometimes,High,Low,High,High,High,Low,High,Low,24,No,Tier 3,0,Yes
1587,1593,OD113922573884677000,G6M3R03,2020-11-16,Karnataka,Bengaluru,Audio & Video,Headphones,4.1,1,519.0,519.0,18%,Tier_1,0,0,Sony,No,No,11,2020,Weekday,6.251903883165888,Mid,Female,Intern,Not Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,everyday,Sometimes,3,sometimes,High,Low,Low,High,Low,Low,High,Low,22,No,Tier_1,0,No
1588,1594,OD119912367834622000,G6M3R04,2020-10-10,Madhya Pradesh,Jabalpur,Audio & Video,Headphones,4.3,1,399.0,399.0,18%,Tier_2,0,0,boAt,No,1st Wave,10,2020,Weekend,5.988961416889864,Mid,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,everyday,Sometimes,1,very often,Low,Low,Low,Low,Low,Low,Low,Low,23,No,Tier_2,2,No
1589,1595,OD118975179607241000,G6M3R05,2020-06-23,Madhya Pradesh,Multai,Audio & Video,Headphones,4.1,1,649.0,649.0,18%,Tier 3,0,0,Sony,No,1st Wave,6,2020,Weekday,6.47543271670409,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,everyday,Sometimes,1,sometimes,High,Low,High,High,High,Low,High,High,24,No,Tier 3,0,No
1590,1596,OD119519232122162000,G6M3R05,2020-08-25,Madhya Pradesh,Multai,Mobiles & Accessories,Mobiles,4.3,1,14999.0,14999.0,18%,Tier 3,0,0,POCO,No,1st Wave,8,2020,Weekday,9.61573881119536,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,everyday,Sometimes,1,sometimes,High,Low,High,High,High,Low,High,High,24,No,Tier 3,0,No
1591,3047,OD119640193100680000,G6M3R05,2020-09-08,Madhya Pradesh,Multai,Mobiles & Accessories,Mobiles,4.5,1,11999.0,11999.0,18%,Tier 3,0,0,Realme,Yes,1st Wave,9,2020,Weekday,9.392578591964389,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,everyday,Sometimes,1,sometimes,High,Low,High,High,High,Low,High,High,24,No,Tier 3,0,No
1592,1597,OD114527849071610000,G6M3R06,2020-01-25,Madhya Pradesh,Jabalpur,Clothing and Accessories,Bottomwear,4.1,1,599.0,651.0,5%,Tier_2,0,9,Kotty,No,No,1,2020,Weekend,6.478509642208569,End,Female,Engineer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1,sometimes,High,High,High,High,Low,Low,High,High,22,No,Tier 3,0,No
1593,1598,OD220134344672648000,G6M3R06,2020-11-01,Madhya Pradesh,Jabalpur,Clothing and Accessories,Automotive Accessories,4.3,1,599.0,599.0,18%,Tier_2,0,0,Mast,No,No,11,2020,Weekend,6.395261598115449,Beginning,Female,Engineer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1,sometimes,High,High,High,High,Low,Low,High,High,22,No,Tier 3,0,No
1594,1599,OD220135649080840000,G6M3R06,2020-11-04,Madhya Pradesh,Jabalpur,Clothing and Accessories,Automotive Accessories,4.3,1,639.0,639.0,18%,Tier_2,0,0,Mast,No,1st Wave,11,2020,Weekday,6.459904454377535,Beginning,Female,Engineer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1,sometimes,High,High,High,High,Low,Low,High,High,22,No,Tier 3,0,No
1595,1600,OD220135649080840000,G6M3R06,2020-11-04,Madhya Pradesh,Jabalpur,Beauty and Grooming,Body & Face Skin Care,4.2,1,161.0,161.0,18%,Tier_2,0,0,Good,No,1st Wave,11,2020,Weekday,5.081404364984463,Beginning,Female,Engineer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1,sometimes,High,High,High,High,Low,Low,High,High,22,No,Tier 3,0,No
1596,1601,OD116391855556820000,G6M3R06,2020-08-29,Madhya Pradesh,Jabalpur,Health Care,Beauty and Grooming,3.9,1,99.0,139.0,28%,Tier_2,0,41,HealthIQ,No,1st Wave,8,2020,Weekend,4.9344739331306915,End,Female,Engineer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1,sometimes,High,High,High,High,Low,Low,High,High,22,No,Tier 3,0,No
1597,1602,OD116148975666002000,G6M3R06,2019-11-01,Madhya Pradesh,Jabalpur,Mobiles & Accessories,Mobiles,4.4,1,12999.0,12999.0,12%,Tier_2,0,0,Realme,No,No,11,2019,Weekday,9.47262771040802,Beginning,Female,Engineer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1,sometimes,High,High,High,High,Low,Low,High,High,22,No,Tier 3,0,No
1598,1603,OD114848103049763000,G6M3R06,2019-10-03,Madhya Pradesh,Jabalpur,Clothing and Accessories,Bottomwear,5.0,1,549.0,589.0,5%,Tier_2,0,8,Carrol,Yes,No,10,2019,Weekday,6.3784261836515865,Beginning,Female,Engineer,Not Married,No,"Rs. 25,000 – 50,000",Debit Card,No,sometimes but not consistent,Yes,once or twice a week,Sometimes,1,sometimes,High,High,High,High,Low,Low,High,High,22,No,Tier 3,0,No
1599,1604,OD219970565036408000,G6M3R07,2020-10-16,Madhya Pradesh,Jabalpur,Mobiles & Accessories,Mobiles,4.4,1,7999.0,6928.0,18%,Tier_2,14,0,Realme,No,1st Wave,10,2020,Weekday,8.843326450242271,Mid,Male,Student,Not Married,No,"Rs. 10,000 – 25,000",UPI,Yes,everyday,Yes,everyday,Rarely,5,very often,High,Low,High,High,High,High,High,High,21,No,Tier 3,0,No
1600,1605,OD116670431371635000,G6M3R07,2019-09-30,Madhya Pradesh,Jabalpur,Mobiles & Accessories,Mobiles,4.5,1,9999.0,8900.0,12%,Tier_2,11,1,Realme,Yes,No,9,2019,Weekday,9.093806555720231,End,Male,Student,Not Married,No,"Rs. 10,000 – 25,000",UPI,Yes,everyday,Yes,everyday,Rarely,5,very often,High,Low,High,High,High,High,High,High,21,No,Tier 3,0,No
1601,1606,OD219970701953710000,G6M3R07,2020-10-16,Madhya Pradesh,Jabalpur,Health & Personal Care Appliances,Personal Care Appliances,4.1,1,649.0,584.0,18%,Tier_2,11,0,Nova,No,1st Wave,10,2020,Weekday,6.369900982828227,Mid,Male,Student,Not Married,No,"Rs. 10,000 – 25,000",UPI,Yes,everyday,Yes,everyday,Rarely,5,very often,High,Low,High,High,High,High,High,High,21,No,Tier 3,0,No
1602,1607,OD223010119626973000,G6M3R08,2021-10-03,Madhya Pradesh,Anuppur,Audio & Video,Headphones,4.2,1,699.0,699.0,18%,Tier 3,0,0,boAt,No,No,10,2021,Weekend,6.54965074223381,Beginning,Male,Student,Not Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,1,Always,High,High,Low,High,High,High,Low,High,23,No,Tier 3,0,Yes
1603,1608,OD222996170356060000,G6M3R08,2021-10-01,Madhya Pradesh,Anuppur,Health & Personal Care Appliances,Personal Care Appliances,4.1,1,449.0,489.0,18%,Tier 3,0,9,Nova,No,No,10,2021,Weekday,6.192362489474872,Beginning,Male,Student,Not Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,1,Always,High,High,Low,High,High,High,Low,High,23,No,Tier 3,0,Yes
1604,1609,OD220334593410855000,G6M3R08,2020-11-27,Madhya Pradesh,Anuppur,Mobiles & Accessories,Mobiles,4.4,1,13999.0,13999.0,18%,Tier 3,0,0,POCO,No,No,11,2020,Weekday,9.546741177474825,End,Male,Student,Not Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,1,Always,High,High,Low,High,High,High,Low,High,23,No,Tier 3,0,Yes
1605,1610,OD221392695796004000,G6M3R08,2021-03-30,Madhya Pradesh,Anuppur,Mobiles & Accessories,Mobiles,4.4,1,7999.0,7999.0,18%,Tier 3,0,0,Realme,No,2nd Wave,3,2021,Weekday,8.987071812848821,End,Male,Student,Not Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,1,Always,High,High,Low,High,High,High,Low,High,23,No,Tier 3,0,Yes
1606,1611,OD219924925703646000,G6M3R08,2020-10-11,Madhya Pradesh,Anuppur,Sunglasses,Sunglasses,4.0,1,156.0,197.0,5%,Tier 3,0,27,dannilo,Yes,No,10,2020,Weekend,5.2832037287379885,Mid,Male,Student,Not Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,1,Always,High,High,Low,High,High,High,Low,High,23,No,Tier 3,0,Yes
1607,1612,OD115545880884142000,G6M3R08,2020-05-23,Madhya Pradesh,Anuppur,Clothing and Accessories,Lehenga Cholis,4.6,1,649.0,649.0,5%,Tier 3,0,0,Zinariya,No,1st Wave,5,2020,Weekend,6.47543271670409,End,Male,Student,Not Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,1,Always,High,High,Low,High,High,High,Low,High,23,No,Tier 3,0,Yes
1608,3048,OD110049629540847000,G6M3R08,2020-08-25,Madhya Pradesh,Anuppur,Wearable Smart Devices,Smart Bands,3.2,1,366.0,406.0,28%,Tier 3,0,11,Gypsy,No,1st Wave,8,2020,Weekday,6.0063531596017325,End,Male,Student,Not Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,1,Always,High,High,Low,High,High,High,Low,High,23,No,Tier 3,0,Yes
1609,1613,OD113634991566421000,G6M3R09,2019-10-14,Madhya Pradesh,Jabalpur,Food Products,Tea Powder,4.4,1,183.0,241.0,5%,Tier_2,0,32,Organic,Yes,No,10,2019,Weekday,5.484796933490655,Mid,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,sometimes but not consistent,Yes,everyday,Never,1,Rarely,High,Low,Low,High,Low,Low,High,High,22,No,Tier_2,0,No
1610,1614,OD116063065418403000,G6M3R10,2019-11-22,Madhya Pradesh,Sidhi,Mobiles & Accessories,Mobiles,4.4,1,5999.0,5999.0,12%,Tier 3,0,0,Realme,No,No,11,2019,Weekday,8.699348067653093,End,Male,Student ,Not Married,No,"Rs. 10,000 – 25,000",UPI,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,1,Always,Low,Low,Low,Low,Low,Low,Low,Low,23,No,Tier 3,0,No
